Research Field,Number of Authors,Average H-Index,Average i10-Index,Max H-Index,Min H-Index,Total H-Index
Photodetectors,1,2.0,2.0,2,2,2
Humanities,1,2.0,0.0,2,2,2
Otorhinolaryngologie,1,2.0,0.0,2,2,2
Finance Financial Markets Cryptocurrencies,1,2.0,1.0,2,2,2
Tone Management,1,2.0,0.0,2,2,2
Liquid Crystal,1,2.0,0.0,2,2,2
Ring Theory,1,2.0,0.0,2,2,2
Fibre Optique,1,2.0,1.0,2,2,2
Entrepreneuriat Digital,1,2.0,0.0,2,2,2
Algorithme Gntique,1,2.0,0.0,2,2,2
Smart Objects,1,2.0,0.0,2,2,2
Filament Wound Pipe,1,2.0,1.0,2,2,2
Medical Informatics,1,2.0,0.0,2,2,2
Statistical Data Analysis,1,2.0,1.0,2,2,2
Ischemic Stroke,1,2.0,0.0,2,2,2
Oto-Rhino-Laryngologie,1,2.0,0.0,2,2,2
Situational Factors,1,2.0,0.0,2,2,2
Tool'S Wear,1,2.0,0.0,2,2,2
Gnie Hydraulique,1,2.0,1.0,2,2,2
Radar Image,1,2.0,0.0,2,2,2
Computer Networks Communication,1,2.0,1.0,2,2,2
Physique Msoscopique,1,2.0,1.0,2,2,2
Electromagntics,1,2.0,0.0,2,2,2
Sustainablility,1,2.0,0.0,2,2,2
Impression 3D,1,2.0,1.0,2,2,2
Phase Change Material,2,2.0,1.0,3,1,4
Translation Strategies,1,2.0,0.0,2,2,2
Openfoam,1,2.0,2.0,2,2,2
Embedded Sytems,1,2.0,1.0,2,2,2
Conceptual Metaphor,1,2.0,0.0,2,2,2
Entrepreneuriat Fminin,1,2.0,0.0,2,2,2
Pervoskite -Solar Cells- Photovoltaic- Thin,1,2.0,1.0,2,2,2
Gnie Lectrique Et Nergie Renouvelable,1,2.0,0.0,2,2,2
Pattern Recognizing,1,2.0,1.0,2,2,2
Digital,1,2.0,2.0,2,2,2
Physiological,1,2.0,1.0,2,2,2
Thorie De L'Agence,1,2.0,1.0,2,2,2
Group Recommender System,1,2.0,0.0,2,2,2
Autonomous-Vehicles Artificial-Intelligence,1,2.0,0.0,2,2,2
Pharmacoeconomics,1,2.0,0.0,2,2,2
Oliculture,1,2.0,0.0,2,2,2
Corpus Linguistics,1,2.0,1.0,2,2,2
Nonlinear Systems Modeling,1,2.0,0.0,2,2,2
Biogaz,1,2.0,2.0,2,2,2
Data,1,2.0,2.0,2,2,2
Of Organic-Inorganic Hybrid Nano-Composites,1,2.0,0.0,2,2,2
Go-Climatologie,1,2.0,0.0,2,2,2
Musicologie,1,2.0,1.0,2,2,2
Decentralized Optimal Control,1,2.0,1.0,2,2,2
Global Metaheuristics,1,2.0,0.0,2,2,2
Mosfet,1,2.0,1.0,2,2,2
Search Based Software Engineering,1,2.0,0.0,2,2,2
Real Time Middleware,1,2.0,0.0,2,2,2
Stock Liquidity,1,2.0,0.0,2,2,2
Condensed Matter Physics - Semiconductors,1,2.0,1.0,2,2,2
Food Industries,1,2.0,0.0,2,2,2
Surfactants,1,2.0,0.0,2,2,2
Control Of Non-Linear Systems,1,2.0,0.0,2,2,2
Mec Fluides,1,2.0,2.0,2,2,2
By Product,1,2.0,1.0,2,2,2
Educational Games,1,2.0,0.0,2,2,2
Pathology,2,2.0,0.0,2,2,4
Health Care,1,2.0,1.0,2,2,2
Epistemology,1,2.0,0.0,2,2,2
Cultural Tightnesslooseness,1,2.0,2.0,2,2,2
Financial Stability,3,2.0,0.67,2,2,6
Quantitatives Methods,1,2.0,1.0,2,2,2
Operating Systems,1,2.0,0.0,2,2,2
Emotions,1,2.0,1.0,2,2,2
Microbiologies,1,2.0,1.0,2,2,2
Sustainable Supply Chain,1,2.0,0.0,2,2,2
Uav,1,2.0,0.0,2,2,2
Microbiologie Aquatique,1,2.0,0.0,2,2,2
Waste Management,2,2.0,1.5,3,1,4
Software Testing And Verification,1,2.0,1.0,2,2,2
Tax Reporting,1,2.0,0.0,2,2,2
Numerical Finance,1,2.0,1.0,2,2,2
Redes Neurais,1,2.0,0.0,2,2,2
Plant Protection And Environmental Health,1,2.0,0.0,2,2,2
Semantic Information Retrieval,1,2.0,2.0,2,2,2
Secure Information,1,2.0,2.0,2,2,2
Organizational Studies,1,2.0,1.0,2,2,2
Neural Networks (Computer),1,2.0,1.0,2,2,2
Phnomne De Transport Lectronique,1,2.0,1.0,2,2,2
Multi Agent System,1,2.0,0.0,2,2,2
Political Economy,1,2.0,1.0,2,2,2
Rseau De Neurones,1,2.0,0.0,2,2,2
Manet,1,2.0,2.0,2,2,2
Real-Time System,1,2.0,0.0,2,2,2
Environnement - Machine Learning,1,2.0,1.0,2,2,2
Prvision Des Sries Temporelles,1,2.0,0.0,2,2,2
Legal Medicine,1,2.0,0.0,2,2,2
Critical Care,1,2.0,1.0,2,2,2
Disclosures,1,2.0,1.0,2,2,2
Uncertainty Theories,1,2.0,1.0,2,2,2
Biomass Gasification,1,2.0,1.0,2,2,2
Thermal Conversion,1,2.0,2.0,2,2,2
Mde,1,2.0,0.0,2,2,2
Ph,1,2.0,0.0,2,2,2
Moving Objects,1,2.0,0.0,2,2,2
End-User Development,1,2.0,0.0,2,2,2
Texture Analysis,1,2.0,1.0,2,2,2
English For Specific Purposes,1,2.0,1.0,2,2,2
Heor,1,2.0,0.0,2,2,2
Kelembagaan Keuangan Pertanian,1,2.0,0.0,2,2,2
Competence Management,1,2.0,0.0,2,2,2
Emergency Assistance,1,2.0,2.0,2,2,2
Subtitling,1,2.0,0.0,2,2,2
Medical Image Security,1,2.0,0.0,2,2,2
Intercultural Communicative Language,1,2.0,0.0,2,2,2
Classification Multicritres D'Inventaire,1,2.0,0.0,2,2,2
Electrical & Electronics Engineering,1,2.0,0.0,2,2,2
Multi Objective Optimization,1,2.0,0.0,2,2,2
Solaire Concentration,1,2.0,2.0,2,2,2
Time-Delay Systems,1,2.0,0.0,2,2,2
'Big Data',1,2.0,0.0,2,2,2
Code Smells,1,2.0,0.0,2,2,2
Enzymologie,2,2.0,1.0,2,2,4
Joint,1,2.0,1.0,2,2,2
Pharmaceutical Research/Physical Chemistry,1,2.0,0.0,2,2,2
Colloids,1,2.0,2.0,2,2,2
Sport Injuries,1,2.0,0.0,2,2,2
Basic Bioinformatics,1,2.0,0.0,2,2,2
Mcanismes De Dformation Dans Les Verres,1,2.0,0.0,2,2,2
Decision-Making,1,2.0,1.0,2,2,2
Quantitative Methods In Economics In Finance,1,2.0,1.0,2,2,2
Bioinorganic Chemistry,1,2.0,1.0,2,2,2
K-Nearest Neighbor Search,1,2.0,0.0,2,2,2
Lignocellulosic Biomass,1,2.0,2.0,2,2,2
Electronique Numrique,1,2.0,1.0,2,2,2
Additive,1,2.0,1.0,2,2,2
Computer Human Interaction,1,2.0,0.0,2,2,2
Literature,8,1.88,0.62,4,0,15
Rse,4,1.75,0.0,3,1,7
Comportement Du Consommateur,4,1.75,0.75,5,0,7
Linguistics,9,1.67,0.44,3,1,15
Opinion Mining,3,1.67,0.67,2,1,5
American Studies,3,1.67,0.33,3,0,5
Industrial Organization,2,1.5,0.5,2,1,3
Croissance Conomique,2,1.5,0.0,3,0,3
Architecture Bioclimatique,2,1.5,0.0,2,1,3
Public Policy,2,1.5,1.0,2,1,3
Model Checking,2,1.5,0.0,2,1,3
Software Metrics,2,1.5,0.5,2,1,3
Chirurgie Buccale,2,1.5,0.0,2,1,3
Droit Public,2,1.5,0.0,3,0,3
Automatic,2,1.5,0.0,2,1,3
Computational Science,2,1.5,0.5,2,1,3
Analyse De Donnes,2,1.5,1.0,2,1,3
Stratgie,2,1.5,1.0,3,0,3
Dveloppement Durable,2,1.5,0.0,2,1,3
Technology,2,1.5,1.0,2,1,3
Psycholinguistics,3,1.33,0.67,2,1,4
Dentisterie,3,1.33,0.0,3,0,4
Electrochemical (Bio)Sensors,1,1.0,1.0,1,1,1
Number Theory - Algebra- Graph Theory,1,1.0,0.0,1,1,1
Sleep Scoring,1,1.0,0.0,1,1,1
Etat Religion,1,1.0,1.0,1,1,1
Financial Derivatives,1,1.0,0.0,1,1,1
Implantologie,1,1.0,0.0,1,1,1
Itsc,1,1.0,0.0,1,1,1
Alarm Fatigue,1,1.0,0.0,1,1,1
Collaborative E-Learning Teams,1,1.0,0.0,1,1,1
Dynamic Scm,1,1.0,0.0,1,1,1
Pdologie,1,1.0,0.0,1,1,1
Renaissance Studies,1,1.0,0.0,1,1,1
Pmsm,1,1.0,0.0,1,1,1
Contagion And Spillovers Effects - Credit Rating,1,1.0,0.0,1,1,1
Financial Development,1,1.0,1.0,1,1,1
Droit Constitutionnel Compar,1,1.0,0.0,1,1,1
Arthroscopy,1,1.0,0.0,1,1,1
Parodontologie,1,1.0,0.0,1,1,1
Plasmonic,1,1.0,0.0,1,1,1
Building Integrated Photovoltaque Panels,1,1.0,1.0,1,1,1
Sensing,1,1.0,0.0,1,1,1
Captures Accidentelles,1,1.0,0.0,1,1,1
Spoken Dialogue Systems,1,1.0,0.0,1,1,1
Market Structure,1,1.0,0.0,1,1,1
Rotor Dynamics,1,1.0,0.0,1,1,1
Operations Research (Or),1,1.0,0.0,1,1,1
Economie Internationale,1,1.0,0.0,1,1,1
Educaton,1,1.0,0.0,1,1,1
Civil Law - Rhetoric Of Law - Islamic Law,1,1.0,0.0,1,1,1
Graph Database,1,1.0,1.0,1,1,1
Parasitology Metabolomics Transdisciplinary,1,1.0,1.0,1,1,1
Stochastic Processes,1,1.0,0.0,1,1,1
Tmdcs,1,1.0,0.0,1,1,1
Systmes Embarques,1,1.0,1.0,1,1,1
Mechanical Machining,1,1.0,0.0,1,1,1
Metagenomic,1,1.0,1.0,1,1,1
Labor Sciences,1,1.0,0.0,1,1,1
Ipsas,1,1.0,0.0,1,1,1
Cinema,1,1.0,0.0,1,1,1
Space-Syntaxe,1,1.0,0.0,1,1,1
Chimie Molculaire,1,1.0,0.0,1,1,1
Contrle Et Commande,1,1.0,0.0,1,1,1
Vehicular Ad-Hoc Network,1,1.0,0.0,1,1,1
Traffic Safety,1,1.0,0.0,1,1,1
Adaptation Aux Changements Climatiques,1,1.0,0.0,1,1,1
Mammograms,1,1.0,0.0,1,1,1
Nergie Solaire,2,1.0,0.0,1,1,2
Thorie Gnrale Du Droit Et De L'Etat,1,1.0,0.0,1,1,1
Entrepreneurial Culture And Business Culture,1,1.0,0.0,1,1,1
Fdi,1,1.0,0.0,1,1,1
Gnie Civil- Gnie Nucleaire- Radioprotection,1,1.0,1.0,1,1,1
Entrepreneurship Education,1,1.0,0.0,1,1,1
Biomedical,1,1.0,0.0,1,1,1
Internationalization,1,1.0,0.0,1,1,1
Digital Authentication,1,1.0,0.0,1,1,1
Configurations Spatio-Temporelles,1,1.0,0.0,1,1,1
Production Vgtale Et Biotechnologie,1,1.0,0.0,1,1,1
Changement,1,1.0,0.0,1,1,1
Banking Risk-Taking,1,1.0,0.0,1,1,1
Lie Theory,1,1.0,0.0,1,1,1
Recherche En Sciences Conomiques,1,1.0,0.0,1,1,1
Genomic,1,1.0,1.0,1,1,1
Labor Economics,1,1.0,0.0,1,1,1
Chemistry- Biomatriel Wastewater Treatment,1,1.0,0.0,1,1,1
Vnementialit,1,1.0,0.0,1,1,1
Lpwan,1,1.0,0.0,1,1,1
Instrumentation Nergtique,1,1.0,0.0,1,1,1
Hydrogomorphlogie,1,1.0,0.0,1,1,1
Laser Welding,1,1.0,0.0,1,1,1
Stabilit De Talus,1,1.0,1.0,1,1,1
Learning Classifier Systems,1,1.0,0.0,1,1,1
Convex Clustering,1,1.0,0.0,1,1,1
Monetary And Financial Economy,1,1.0,0.0,1,1,1
Expert System,1,1.0,0.0,1,1,1
Thorie Des Reprsentations De Groupes De,1,1.0,0.0,1,1,1
Library & Information Science,1,1.0,0.0,1,1,1
Finance Behavioral Theory Financial,1,1.0,0.0,1,1,1
Sig Tldtection,1,1.0,0.0,1,1,1
Pedologie,1,1.0,0.0,1,1,1
Applied Statistics,2,1.0,0.5,2,0,2
Governance,4,1.0,0.25,2,0,4
Entrepreneurship Innovation,1,1.0,0.0,1,1,1
Mohamedali.Latrach@Enit.Utm.Tn,1,1.0,0.0,1,1,1
Hvdc And Mmc,1,1.0,0.0,1,1,1
Modlisation Des Canaux,1,1.0,0.0,1,1,1
Nano Antenna,1,1.0,1.0,1,1,1
Renaissance Drama,1,1.0,0.0,1,1,1
Spatial Study,1,1.0,0.0,1,1,1
Techniques Rgnratives En Paro,1,1.0,0.0,1,1,1
Obsttrique,1,1.0,0.0,1,1,1
Home Health Care Planning,1,1.0,0.0,1,1,1
White Noise Theory,1,1.0,0.0,1,1,1
Ecologie Et Environnement,1,1.0,0.0,1,1,1
Political Sciences,1,1.0,0.0,1,1,1
Polynmes Orthogonaux,1,1.0,0.0,1,1,1
Ftc,1,1.0,0.0,1,1,1
Rayonnement Thermique,1,1.0,0.0,1,1,1
Input-Output Analysis,1,1.0,1.0,1,1,1
Antiviral Activity,1,1.0,1.0,1,1,1
Morphologie Urbaine,1,1.0,1.0,1,1,1
Iminging Jet,1,1.0,0.0,1,1,1
Politique- Mouvements Sociaux-,1,1.0,0.0,1,1,1
Health Sciences,1,1.0,0.0,1,1,1
Constraint Programming (Cp),1,1.0,0.0,1,1,1
Mcanique De Fluides,1,1.0,0.0,1,1,1
Audiovisual,1,1.0,0.0,1,1,1
Surface Chemistry,1,1.0,1.0,1,1,1
Anesthsie Ranimation,1,1.0,0.0,1,1,1
Numerical Linear Algebra Structured Matrix,1,1.0,0.0,1,1,1
Sociologie Urbaine,1,1.0,0.0,1,1,1
Carry Trade,1,1.0,0.0,1,1,1
Urbanisme Durable,1,1.0,0.0,1,1,1
Early Modern Drama,1,1.0,0.0,1,1,1
Uncertainty Modeling,1,1.0,0.0,1,1,1
Sol,1,1.0,0.0,1,1,1
Transition Dmocratique,1,1.0,1.0,1,1,1
Astrophysical Jets,1,1.0,0.0,1,1,1
Public Debt Sustainability- Imf Conditionality,1,1.0,0.0,1,1,1
Valorisation Des Bioressources,1,1.0,1.0,1,1,1
Phd,1,1.0,0.0,1,1,1
Packed Bed,1,1.0,0.0,1,1,1
Architecture -Bim -Heritage -Space Syntax,1,1.0,0.0,1,1,1
5G Electronic,1,1.0,0.0,1,1,1
Multi-Objective Clustering,1,1.0,0.0,1,1,1
Risques,1,1.0,0.0,1,1,1
Wireless Security,1,1.0,0.0,1,1,1
Calcul Ab-Initio,1,1.0,0.0,1,1,1
Building Efficiency,1,1.0,1.0,1,1,1
Rt Management,1,1.0,0.0,1,1,1
Debt Covenants,1,1.0,0.0,1,1,1
Shielding Gas,1,1.0,0.0,1,1,1
Narratology,1,1.0,0.0,1,1,1
Platform Security,1,1.0,0.0,1,1,1
Dmographie,1,1.0,1.0,1,1,1
Food Process And Biotechnology,1,1.0,1.0,1,1,1
Modern Manuscript Studies,1,1.0,0.0,1,1,1
Thtre De La Renaissance,1,1.0,0.0,1,1,1
Nsv,1,1.0,0.0,1,1,1
Network Monitoring,1,1.0,1.0,1,1,1
Us Cultural Studies,1,1.0,0.0,1,1,1
Implication Organisationnelle,1,1.0,0.0,1,1,1
International Portfolio Management,1,1.0,0.0,1,1,1
Islamic Accounting,1,1.0,0.0,1,1,1
Approximate Reasoning,1,1.0,0.0,1,1,1
Modern Maghrib,1,1.0,0.0,1,1,1
Multidimensional Efficiency - Sustainable,1,1.0,0.0,1,1,1
Bone Regeneration,1,1.0,1.0,1,1,1
Experimental Literature,1,1.0,0.0,1,1,1
Portfolio Optimization,1,1.0,1.0,1,1,1
Metasurfaces,1,1.0,1.0,1,1,1
Health Promotion,1,1.0,0.0,1,1,1
Citizenship,1,1.0,0.0,1,1,1
Cultural Heritage,2,1.0,0.0,1,1,2
Informatique Blockchain,1,1.0,0.0,1,1,1
Nanotechnology Nanomaterials Synthesis,1,1.0,1.0,1,1,1
Traditional Festivties,1,1.0,0.0,1,1,1
Hyper-Heuristic,1,1.0,0.0,1,1,1
Arts,2,1.0,0.0,2,0,2
Littrature Franaise Du Xixe Sicle Et,1,1.0,0.0,1,1,1
Institutional Repositories,1,1.0,0.0,1,1,1
Traitement Automatique Des Langages,1,1.0,0.0,1,1,1
Multicriteria Decision Aid,1,1.0,0.0,1,1,1
Protocol Engineering,1,1.0,1.0,1,1,1
Scholarly Communication,1,1.0,0.0,1,1,1
Political And Economic Theory,1,1.0,0.0,1,1,1
Genetic Algorithm,3,1.0,0.0,1,1,3
Ilmu Gizi,1,1.0,1.0,1,1,1
New Public Management,1,1.0,0.0,1,1,1
Chirurgie Urologique,1,1.0,0.0,1,1,1
Sparse Signal Recovery,1,1.0,1.0,1,1,1
History And Theories Of Money,1,1.0,0.0,1,1,1
Monetary Economics,1,1.0,0.0,1,1,1
Sociology Of Work And Organizations,1,1.0,0.0,1,1,1
Video Analytics,1,1.0,0.0,1,1,1
French Colonialism And Imperialism,1,1.0,0.0,1,1,1
Nanomaterials Synthesis,1,1.0,0.0,1,1,1
Open Source Software,1,1.0,1.0,1,1,1
Causal Bayesian Network,1,1.0,0.0,1,1,1
Researcher In The Characterization Of Materials,1,1.0,0.0,1,1,1
Iridology,1,1.0,1.0,1,1,1
Sme,1,1.0,0.0,1,1,1
Solid State Chemistry,1,1.0,0.0,1,1,1
Ilot De Chaleur Urbain,1,1.0,1.0,1,1,1
Parameter-Setting,1,1.0,0.0,1,1,1
Thermique De Btiments,1,1.0,0.0,1,1,1
Imagerie Osto-Articulaire,1,1.0,0.0,1,1,1
Droit Domanial,1,1.0,0.0,1,1,1
Endoscopy,1,1.0,0.0,1,1,1
Pmsg,1,1.0,0.0,1,1,1
Electrochemistry. Corrosion. Computational,1,1.0,0.0,1,1,1
Rseau De Neurones Artificiels,1,1.0,0.0,1,1,1
Techniques D'Galisation,1,1.0,0.0,1,1,1
Endourologie,1,1.0,0.0,1,1,1
Ecologie Perceptive Et Sociale,1,1.0,0.0,1,1,1
Extreme Risk,1,1.0,0.0,1,1,1
Ecologie Environnementale,1,1.0,0.0,1,1,1
Trusted Computing,1,1.0,0.0,1,1,1
Biologie Biochimie Agroalimentaire,1,1.0,1.0,1,1,1
Cologie Trophique,1,1.0,0.0,1,1,1
Milieu Poreux,1,1.0,0.0,1,1,1
Transport Et Logistique,1,1.0,0.0,1,1,1
Micro-Finance,1,1.0,0.0,1,1,1
Spectroscopie Molculaire,1,1.0,0.0,1,1,1
Tlcommunication Optique Et Photonique,1,1.0,0.0,1,1,1
Literary Theories,2,1.0,0.0,1,1,2
Charge Mentale Au Travail,1,1.0,0.0,1,1,1
Intrapreneurship,1,1.0,0.0,1,1,1
Opportunit Entrepreneuriale,1,1.0,0.0,1,1,1
Sa/Rt,1,1.0,0.0,1,1,1
Multi-Ant Colonies,1,1.0,0.0,1,1,1
Optical & Wireless Communication,1,1.0,0.0,1,1,1
Interceptive Treatement,1,1.0,0.0,1,1,1
Microfinance - Microcrdit - Microassurance,1,1.0,0.0,1,1,1
Open Access,1,1.0,0.0,1,1,1
Thories De L'Addiction,1,1.0,0.0,1,1,1
Disaster Preparedness,1,1.0,0.0,1,1,1
Medecine-Chirurgie Orthopdique,1,1.0,0.0,1,1,1
Chirurgie Orthopdique Et Traumatologique,2,1.0,0.0,1,1,2
Arabic Linguistics Tradition,1,1.0,0.0,1,1,1
Animal Genetics And Genomics,1,1.0,1.0,1,1,1
Finance And Investment Analysis,1,1.0,1.0,1,1,1
Modern Mediterranean,1,1.0,0.0,1,1,1
Keyword Search,1,1.0,1.0,1,1,1
Urology,1,1.0,0.0,1,1,1
Solid-State,1,1.0,1.0,1,1,1
Modeling And Control Of An Isolated,1,1.0,0.0,1,1,1
Home Support System,1,1.0,0.0,1,1,1
Les Tensions De Rles Dans Les Organisations,1,1.0,0.0,1,1,1
Fractal Analysis,1,1.0,0.0,1,1,1
International Finance,1,1.0,0.0,1,1,1
Diaspora Studies,1,1.0,0.0,1,1,1
North Africa,1,1.0,0.0,1,1,1
Employability,1,1.0,0.0,1,1,1
Intelligence Motionnelle,1,1.0,0.0,1,1,1
Cellular Biology And Physiology,1,1.0,0.0,1,1,1
Regression,1,1.0,0.0,1,1,1
Imbalanced Data,1,1.0,0.0,1,1,1
Fpgas,1,1.0,0.0,1,1,1
Internet Security Protocol,1,1.0,1.0,1,1,1
Orthodontie,2,1.0,0.0,1,1,2
Unionism,1,1.0,0.0,1,1,1
Patrimoine Moderne Du Xxme Sicle,1,1.0,0.0,1,1,1
Action Recognition,1,1.0,0.0,1,1,1
Transport Geography,1,1.0,0.0,1,1,1
Entrepreneurial Marketing,1,1.0,0.0,1,1,1
Automata Theory,1,1.0,0.0,1,1,1
Espace Mental,1,1.0,0.0,1,1,1
Management/Entrepreneuriat/E-Business,1,1.0,0.0,1,1,1
Spillovers,1,1.0,0.0,1,1,1
Accouplement Dent,1,1.0,0.0,1,1,1
Divulgation De Co2,1,1.0,0.0,1,1,1
Matriaux Intelligents,1,1.0,0.0,1,1,1
Adaptive Search,1,1.0,0.0,1,1,1
Ai And Machine Learning,1,1.0,0.0,1,1,1
Health Literacy,1,1.0,0.0,1,1,1
Artificial Intelligence (Ai),1,1.0,0.0,1,1,1
Experimental Psychology,1,1.0,1.0,1,1,1
Hip And Knee Surgery,1,1.0,0.0,1,1,1
Education Linguistics,1,1.0,1.0,1,1,1
E-Wom,1,1.0,0.0,1,1,1
Banach Lattices,1,1.0,0.0,1,1,1
Adaptive Agents,1,1.0,0.0,1,1,1
Structure Lectronique,1,1.0,0.0,1,1,1
Language & Culture,1,1.0,0.0,1,1,1
English Language,1,1.0,0.0,1,1,1
Rare Disease,1,1.0,0.0,1,1,1
Smiotique,1,1.0,0.0,1,1,1
Biosecurity Valorisation Spin Off,1,1.0,1.0,1,1,1
Historical Linguistics,1,1.0,0.0,1,1,1
Chirurgie Plastique Parodontale,1,1.0,0.0,1,1,1
Ecommerce Technologies,1,1.0,1.0,1,1,1
Computer Science - Image Processing,1,1.0,0.0,1,1,1
Oiseaux Marins,1,1.0,0.0,1,1,1
Management: Logistic & Production,1,1.0,0.0,1,1,1
Physique Quantique,1,1.0,1.0,1,1,1
Scheduling And Operations Management,1,1.0,1.0,1,1,1
Civilization,1,1.0,0.0,1,1,1
Generative Design,1,1.0,0.0,1,1,1
Open Access Journals,1,1.0,0.0,1,1,1
Stochastic Optimization,1,1.0,0.0,1,1,1
L'Anaphore,1,1.0,0.0,1,1,1
Entrepreneurial University,1,1.0,0.0,1,1,1
Pollution D'Air,1,1.0,1.0,1,1,1
Imbalanced Classification,1,1.0,1.0,1,1,1
Multi-Scale Analysis,1,1.0,0.0,1,1,1
Trauma Surgery,1,1.0,0.0,1,1,1
Riot,1,1.0,1.0,1,1,1
Macroeconomic Policy And Public Economics,1,1.0,0.0,1,1,1
Droit Lectoral,1,1.0,0.0,1,1,1
Esthetics,1,1.0,0.0,1,1,1
Chemestry,1,1.0,0.0,1,1,1
Implmentation Hardware,1,1.0,0.0,1,1,1
Childhood,1,1.0,0.0,1,1,1
Optimisation Et Meta-Heuristiques,1,1.0,0.0,1,1,1
Modern,1,1.0,0.0,1,1,1
Cart,1,1.0,0.0,1,1,1
Open Source Software Adoption,1,1.0,0.0,1,1,1
Environment And Culture,1,1.0,0.0,1,1,1
Bank Performance,1,1.0,1.0,1,1,1
Mcanique De Roche,1,1.0,1.0,1,1,1
Nanocatalyst,1,1.0,0.0,1,1,1
Seo,1,1.0,0.0,1,1,1
Thorie,1,1.0,0.0,1,1,1
Graph Theory (Gt),1,1.0,0.0,1,1,1
Shrinkage,1,1.0,0.0,1,1,1
Segmentation,1,1.0,0.0,1,1,1
Urodynamique,1,1.0,0.0,1,1,1
Management Entrepreneurship,1,1.0,1.0,1,1,1
Probabilistic Ontology,1,1.0,0.0,1,1,1
Deep Convolutional Neural Network,1,1.0,0.0,1,1,1
Corrosion Modelling,1,1.0,0.0,1,1,1
Entrepreneurial Marketing Education,1,1.0,0.0,1,1,1
Auctions,1,1.0,1.0,1,1,1
Mechanical Engineeringstructural,1,1.0,1.0,1,1,1
Littrature Franaise,1,1.0,0.0,1,1,1
Compressive Sensing,1,1.0,1.0,1,1,1
Gnie Mcanique - Fabrication Mcanique,1,1.0,0.0,1,1,1
Presupposition,1,1.0,0.0,1,1,1
Environmental Issues,1,1.0,1.0,1,1,1
Language Modeling,1,1.0,0.0,1,1,1
Apparel Industry,1,1.0,0.0,1,1,1
Droits De L'Homme,1,1.0,0.0,1,1,1
Physique De Matriaux,1,1.0,0.0,1,1,1
Paysage,2,1.0,0.0,2,0,2
Culture Studies,1,1.0,0.0,1,1,1
Physique Des Particules,1,1.0,1.0,1,1,1
Control Of Discret Event Systems - Diagnosis,1,1.0,0.0,1,1,1
Mineral Economics,2,1.0,1.0,1,1,2
Cad/Eco-Design,1,1.0,1.0,1,1,1
Chirurgie Oncologique,1,1.0,0.0,1,1,1
Co-Construction,1,1.0,0.0,1,1,1
Econometric,1,1.0,0.0,1,1,1
March D'Emploi,1,1.0,0.0,1,1,1
Iot Cyber-Security,1,1.0,1.0,1,1,1
Industrial Relations,1,1.0,0.0,1,1,1
Sexologie Clinique,1,1.0,0.0,1,1,1
Anatomie Et Cytologie Pathologique,1,1.0,0.0,1,1,1
Cognitive Linguistics,1,1.0,0.0,1,1,1
Electronic And Optical Properties,1,1.0,1.0,1,1,1
Transparency,1,1.0,0.0,1,1,1
Quantum Chemistry,1,1.0,1.0,1,1,1
Modeling & Identification Of Dynamic Systems,1,1.0,0.0,1,1,1
Occupational Medicine,1,1.0,0.0,1,1,1
Entrepreneurial Opportunity,1,1.0,0.0,1,1,1
Chemical And Physical Engineering,1,1.0,1.0,1,1,1
Shakespearean Studies,1,1.0,0.0,1,1,1
Global Anglophone Literatures,1,1.0,0.0,1,1,1
Economie Gnrale,1,1.0,0.0,1,1,1
Microbial Biotechnology,1,1.0,0.0,1,1,1
Financial Economics Fintech Blochchain,1,1.0,1.0,1,1,1
Mechanical Milling,1,1.0,0.0,1,1,1
Thorie Des Valeurs Extrmes,1,1.0,1.0,1,1,1
Xrd Analysis,1,1.0,0.0,1,1,1
Grinding Wear Resistant Steel,1,1.0,0.0,1,1,1
Theater History,1,1.0,0.0,1,1,1
Commerce International,1,1.0,0.0,1,1,1
Fixed Point Theorey,1,1.0,0.0,1,1,1
Gyncologie,1,1.0,0.0,1,1,1
Ambiances Architecturales Et Urbaines,1,1.0,0.0,1,1,1
Early Islam-Islamic Historiography,1,1.0,1.0,1,1,1
Statistics And Probability,1,1.0,0.0,1,1,1
Cartographie & Sig,1,1.0,0.0,1,1,1
Public Debt,1,1.0,0.0,1,1,1
Family Business,1,1.0,1.0,1,1,1
Technology Innovation,1,1.0,0.0,1,1,1
Anaphora,1,1.0,0.0,1,1,1
Terahertz Domain,1,1.0,0.0,1,1,1
Cryptocurrencies,1,1.0,0.0,1,1,1
Quality Attributs,1,1.0,0.0,1,1,1
Thin Films And Nanotechnology,1,1.0,0.0,1,1,1
Interventional Cardiology,1,1.0,0.0,1,1,1
Critical Theory,1,1.0,0.0,1,1,1
Deixis,1,1.0,0.0,1,1,1
Robust Optimization,1,1.0,0.0,1,1,1
Middle English Literature,1,1.0,0.0,1,1,1
Us Studies,1,1.0,0.0,1,1,1
Accounting Conservatism,1,1.0,0.0,1,1,1
Obesity,1,1.0,0.0,1,1,1
Accompagnement,1,1.0,0.0,1,1,1
Professional Communication Leadership And,1,1.0,0.0,1,1,1
Spirit Of Place,1,1.0,0.0,1,1,1
Web Mining,1,1.0,1.0,1,1,1
International Marketing,1,1.0,1.0,1,1,1
Graphs Applications,1,1.0,0.0,1,1,1
Verification Of Infinite State Systems,1,1.0,0.0,1,1,1
Sciences Biologiques: Co-Toxicologie,1,1.0,0.0,1,1,1
Pyrolyse,1,1.0,0.0,1,1,1
